"year","name","team","sport","event"
2012,"Belal Mansoor Ali","Bahrain","Athletics","Athletics Men's 1,500 metres"
2012,"Kame Ali","Madagascar","Athletics","Athletics Men's 110 metres Hurdles"
2012,"Lahoussine Xavier Ali","Morocco","Fencing","Fencing Men's Foil, Individual"
2012,"Annabel Laure Ali","Cameroon","Wrestling","Wrestling Women's Heavyweight, Freestyle"
2012,"Liaqat Ali","Pakistan","Athletics","Athletics Men's 100 metres"
2012,"Zourah Mohamed Ali","Djibouti","Athletics","Athletics Women's 400 metres"
2012,"Ahmed Ali Ahmed Saleh","Egypt","Table Tennis","Table Tennis Men's Team"
2012,"Mirko Alilovi","Croatia","Handball","Handball Men's Handball"
2012,"Elmir Eldarovich Alimzhanov","Kazakhstan","Fencing","Fencing Men's epee, Individual"
2012,"Aline Pellegrino","Brazil","Football","Football Women's Football"
2012,"Aleksey Aleksandrovich Alipov","Russia","Shooting","Shooting Men's Trap"
2012,"Alison Conte Cerutti","Brazil-1","Beach Volleyball","Beach Volleyball Men's Beach Volleyball"
2012,"Triin Aljand","Estonia","Swimming","Swimming Women's 50 metres Freestyle"
2012,"Triin Aljand","Estonia","Swimming","Swimming Women's 100 metres Butterfly"
2012,"Jasmine Alkhaldi","Philippines","Swimming","Swimming Women's 100 metres Freestyle"
2012,"Agnese Allegrini","Italy","Badminton","Badminton Women's Singles"
2012,"Dominique Jayne Allen","Great Britain","Basketball","Basketball Women's Basketball"
2012,"Joseph Michael ""Joe"" Allen","Great Britain","Football","Football Men's Football"
2012,"Sophie Nicole Allen","Great Britain","Swimming","Swimming Women's 200 metres Individual Medley"
2012,"Ade Franci Alleyne-Forte","Trinidad and Tobago","Athletics","Athletics Men's 4 x 400 metres Relay"
2012,"Olivia Elizabeth N. Allison-Federici","Great Britain","Synchronized Swimming","Synchronized Swimming Women's Duet"
2012,"Olivia Elizabeth N. Allison-Federici","Great Britain","Synchronized Swimming","Synchronized Swimming Women's Team"
2012,"Andrique Allisop","Seychelles","Boxing","Boxing Men's Lightweight"
2012,"Bradley Kevin Ally","Barbados","Swimming","Swimming Men's 100 metres Backstroke"
2012,"Bradley Kevin Ally","Barbados","Swimming","Swimming Men's 200 metres Individual Medley"
2012,"Bradley Kevin Ally","Barbados","Swimming","Swimming Men's 400 metres Individual Medley"
2012,"Miguel ngel Almachi Condo","Ecuador","Athletics","Athletics Men's Marathon"
2012,"Nicols Almagro Snchez","Spain","Tennis","Tennis Men's Singles"
2012,"Rose Mary Almanza Blanco","Cuba","Athletics","Athletics Women's 800 metres"
2012,"Carlos Fernandes Esteves de Almeida","Portugal","Swimming","Swimming Men's 100 metres Breaststroke"
2012,"Joo Carlos Marques de Almeida","Portugal","Athletics","Athletics Men's 110 metres Hurdles"
2012,"Kaio Mrcio Ferreira Costa de Almeida","Brazil","Swimming","Swimming Men's 100 metres Butterfly"
2012,"Kaio Mrcio Ferreira Costa de Almeida","Brazil","Swimming","Swimming Men's 200 metres Butterfly"
2012,"Kaio Mrcio Ferreira Costa de Almeida","Brazil","Swimming","Swimming Men's 4 x 100 metres Medley Relay"
2012,"Luiza Tavares de Almeida","Brazil","Equestrianism","Equestrianism Mixed Dressage, Individual"
2012,"Nair Felipe Pires de Almeida","Angola","Handball","Handball Women's Handball"
2012,"Johanna Maria-Therese Almgren","Sweden","Football","Football Women's Football"
2012,"Jessica Alonso Bernardo","Spain","Handball","Handball Women's Handball"
2012,"Jonathan Alonso Flete","Spain","Boxing","Boxing Men's Light-Welterweight"
2012,"Kamel Al-Alouini","Tunisia","Handball","Handball Men's Handball"
2012,"Mikhail Surenovich ""Misha"" Aloyan","Russia","Boxing","Boxing Men's Flyweight"
2012,"Uzodinma Anthony Alozie","Australia","Athletics","Athletics Men's 4 x 100 metres Relay"
2012,"Azza Alqasmi","Bahrain","Shooting","Shooting Women's Small-Bore Rifle, Three Positions, 50 metres"
2012,"Malin Therse Alshammar","Sweden","Swimming","Swimming Women's 50 metres Freestyle"
2012,"Julio Alsogaray","Argentina","Sailing","Sailing Men's One Person Dinghy"
2012,"Ida Alstad","Norway","Handball","Handball Women's Handball"
2012,"Maria Suelen Altheman","Brazil","Judo","Judo Women's Heavyweight"
2012,"Eniola ""Eni"" Aluko","Great Britain","Football","Football Women's Football"
2012,"Lzaro Jorge lvarez Estrada","Cuba","Boxing","Boxing Men's Bantamweight"
2012,"Luis Antonio lvarez Murillo","Mexico","Archery","Archery Men's Individual"
2012,"Luis Antonio lvarez Murillo","Mexico","Archery","Archery Men's Team"
2012,"Sergio lvarez Boulet","Cuba","Weightlifting","Weightlifting Men's Bantamweight"
2012,"Yuri Alvear Orjuela","Colombia","Judo","Judo Women's Middleweight"
2012,"Thiago Soares Alves","Brazil","Volleyball","Volleyball Men's Volleyball"
2012,"Anna Romzatovna Alyabyeva","Kazakhstan","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Individual"
2012,"Andrey Amador Bikkazakova","Costa Rica","Cycling","Cycling Men's Road Race, Individual"
2012,"Darisleydis Amador Rodrguez","Cuba","Canoeing","Canoeing Women's Kayak Singles, 200 metres"
2012,"Darisleydis Amador Rodrguez","Cuba","Canoeing","Canoeing Women's Kayak Singles, 500 metres"
2012,"Mohammed Aman Geleto","Ethiopia","Athletics","Athletics Men's 800 metres"
2012,"Yadinis Amars Rocha","Colombia","Judo","Judo Women's Lightweight"
2012,"Pablo ""Pol"" Amat Escud","Spain","Hockey","Hockey Men's Hockey"
2012,"Eyawomano Doreen Amata","Nigeria","Athletics","Athletics Women's High Jump"
2012,"Kim Oscar Amb","Sweden","Athletics","Athletics Men's Javelin Throw"
2012,"Eloise Michelle Amberger","Australia","Synchronized Swimming","Synchronized Swimming Women's Duet"
2012,"Eloise Michelle Amberger","Australia","Synchronized Swimming","Synchronized Swimming Women's Team"
2012,"Serge Ambomo","Cameroon","Boxing","Boxing Men's Light-Welterweight"
2012,"Harald Ambros","Austria","Equestrianism","Equestrianism Mixed Three-Day Event, Individual"
2012,"Noor Amer Al-Ameri","Iraq","Shooting","Shooting Women's Air Pistol, 10 metres"
2012,"Nourhan Muhammad Mahmud Amer","Egypt","Shooting","Shooting Women's Air Rifle, 10 metres"
2012,"Christine Amertil (-Ling)","Bahamas","Athletics","Athletics Women's 4 x 100 metres Relay"
2012,"Al-Farouq Ajiede Aminu","Nigeria","Basketball","Basketball Men's Basketball"
2012,"Abdul Wahab ""Alade"" Aminu","Nigeria","Basketball","Basketball Men's Basketball"
2012,"Eduarda Idalina ""Duda"" Amorim-Taleska","Brazil","Handball","Handball Women's Handball"
2012,"Vanessa Amors Quiles","Spain","Handball","Handball Women's Handball"
2012,"Nijel Carlos Amilfitano Amos","Botswana","Athletics","Athletics Men's 800 metres"
2012,"Alberta Boatema Ampomah","Ghana","Weightlifting","Weightlifting Women's Super-Heavyweight"
2012,"Noureddine Amrabat","Morocco","Football","Football Men's Football"
2012,"Marwa Al-Amri","Tunisia","Wrestling","Wrestling Women's Lightweight, Freestyle"
2012,"Mohamed Amsif","Morocco","Football","Football Men's Football"
2012,"An Kum-Ae","North Korea","Judo","Judo Women's Half-Lightweight"
2012,"Ana Paula Rodrigues-Belo","Brazil","Handball","Handball Women's Handball"
2012,"Phara Anacharsis","France","Athletics","Athletics Women's 4 x 400 metres Relay"
2012,"Takamasa Anai","Japan","Judo","Judo Men's Half-Heavyweight"
2012,"Anis Viktorovich Ananenko","Belarus","Athletics","Athletics Men's 800 metres"
2012,"Anton Pavlovich Anchin","Russia","Swimming","Swimming Men's 200 metres Backstroke"
2012,"David Emil Andersen","Australia","Basketball","Basketball Men's Basketball"
2012,"Stine Myrhj Andersen","Denmark","Shooting","Shooting Women's Air Rifle, 10 metres"
2012,"Alyssa Jean Anderson","United States","Swimming","Swimming Women's 4 x 200 metres Freestyle Relay"
2012,"Haley Danita Anderson","United States","Swimming","Swimming Women's 10 kilometres Open Water"
2012,"Jenny-Lyn Anderson","Australia","Synchronized Swimming","Synchronized Swimming Women's Team"
2012,"Matthew John ""Matt"" Anderson","United States","Volleyball","Volleyball Men's Volleyball"
2012,"Rose Anderson","Great Britain","Basketball","Basketball Women's Basketball"
2012,"Isabellah Moraa Andersson (Amoro-)","Sweden","Athletics","Athletics Women's Marathon"
2012,"Kim Verner Andersson","Sweden","Handball","Handball Men's Handball"
2012,"Erik Mattias Andersson","Sweden","Handball","Handball Men's Handball"
2012,"Elizabeth Adhiambo Andiego","Kenya","Boxing","Boxing Women's Middleweight"
2012,"Kozue Ando","Japan","Football","Football Women's Football"
2012,"Francisco Catalo Rebelo Andrade","Portugal","Sailing","Sailing Men's Skiff"
2012,"Lady Patricia Andrade Rodrguez","Colombia","Football","Football Women's Football"
2012,"Marcia Yuleisi Andrades Mendoza","Venezuela","Wrestling","Wrestling Women's Lightweight, Freestyle"
2012,"Bjrn Andrae","Germany","Volleyball","Volleyball Men's Volleyball"
2012,"Nilson de Oliveira Andr","Brazil","Athletics","Athletics Men's 100 metres"
2012,"Nilson de Oliveira Andr","Brazil","Athletics","Athletics Men's 4 x 100 metres Relay"
2012,"Andria Suntaque","Brazil","Football","Football Women's Football"
2012,"Antonis Andreou","Cyprus","Shooting","Shooting Men's Skeet"
2012,"Panagiota Andreou","Cyprus","Shooting","Shooting Women's Skeet"
2012,"Jake Andrewartha","Australia","Judo","Judo Men's Heavyweight"
2012,"Marian Andrews-Heffernan","Ireland","Athletics","Athletics Women's 4 x 400 metres Relay"
2012,"Georgy Aleksandrovich Andreyev","Russia","Athletics","Athletics Men's Marathon"
2012,"Viktoriya Olegovna Andreyeva","Russia","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay"
2012,"Yekaterina Igorevna Andreyeva","Russia","Swimming","Swimming Women's 200 metres Individual Medley"
2012,"Valeriy Oleksandrovych Andriitsev","Ukraine","Wrestling","Wrestling Men's Heavyweight, Freestyle"
2012,"Matthieu Androdias","France","Rowing","Rowing Men's Quadruple Sculls"
2012,"Alona Anatolivna Andruk","Ukraine","Cycling","Cycling Women's Road Race, Individual"
2012,"Andryein Tamir","Mongolia","Swimming","Swimming Men's 100 metres Freestyle"
2012,"Juan Diego Angeloni","Argentina","Shooting","Shooting Men's Small-Bore Rifle, Prone, 50 metres"
2012,"Ivo Serafimov Angelov","Bulgaria","Wrestling","Wrestling Men's Lightweight, Greco-Roman"
2012,"Tonje Angelsen","Norway","Athletics","Athletics Women's High Jump"
2012,"Giuseppe Angilella","Italy","Sailing","Sailing Men's Skiff"
2012,"Matteo Angioletti","Italy","Gymnastics","Gymnastics Men's Team All-Around"
2012,"Matteo Angioletti","Italy","Gymnastics","Gymnastics Men's Floor Exercise"
2012,"Matteo Angioletti","Italy","Gymnastics","Gymnastics Men's Horse Vault"
2012,"Matteo Angioletti","Italy","Gymnastics","Gymnastics Men's Rings"
2012,"Franka Ani","Slovenia","Taekwondo","Taekwondo Women's Welterweight"
2012,"Vitaly Vladimirovich Anichkin","Kazakhstan","Athletics","Athletics Men's 50 kilometres Walk"
2012,"Vida Anim","Ghana","Athletics","Athletics Women's 200 metres"
2012,"Sajjad Anoushiravani Hamlabad","Iran","Weightlifting","Weightlifting Men's Super-Heavyweight"
2012,"Jennifer Anson","Palau","Judo","Judo Women's Half-Middleweight"
2012,"Dra Antal","Hungary","Water Polo","Water Polo Women's Water Polo"
2012,"Lissette Alexandra Antes Castillo","Ecuador","Wrestling","Wrestling Women's Lightweight, Freestyle"
2012,"Carmelo Kyan Anthony","United States","Basketball","Basketball Men's Basketball"
2012,"Mark Anthony","Australia","Judo","Judo Men's Middleweight"
2012,"Seema Antil","India","Athletics","Athletics Women's Discus Throw"
2012,"Manuel Andr Antonio","Angola","Athletics","Athletics Men's 800 metres"
2012,"Semyon Sergeyevich Antonov","Russia","Basketball","Basketball Men's Basketball"
2012,"Aleksandra Ivanovna Antonova","Russia","Water Polo","Water Polo Women's Water Polo"
2012,"Diana Ivanovna Antonova","Russia","Water Polo","Water Polo Women's Water Polo"
2012,"Tatyana Andreyevna Antoshina","Russia","Cycling","Cycling Women's Road Race, Individual"
2012,"Tatyana Andreyevna Antoshina","Russia","Cycling","Cycling Women's Individual Time Trial"
2012,"Jitka Antoov","Czech Republic","Rowing","Rowing Women's Double Sculls"
2012,"Lenka Antoov","Czech Republic","Rowing","Rowing Women's Double Sculls"
2012,"Miika Matias Antti-Roiko","Finland","Weightlifting","Weightlifting Men's Middle-Heavyweight"
2012,"Nataliya Nikolayevna Antyukh","Russia","Athletics","Athletics Women's 400 metres Hurdles"
2012,"Nataliya Nikolayevna Antyukh","Russia","Athletics","Athletics Women's 4 x 400 metres Relay"
2012,"Mohamad Khairul Anuar","Malaysia","Archery","Archery Men's Individual"
2012,"Mohamad Khairul Anuar","Malaysia","Archery","Archery Men's Team"
2012,"Eref Apak","Turkey","Athletics","Athletics Men's Hammer Throw"
2012,"Nikolay Sergeyevich Apalikov","Russia","Volleyball","Volleyball Men's Volleyball"
2012,"Bolad Apithy","France","Fencing","Fencing Men's Sabre, Individual"
2012,"Tiago Andr Barata Feio Peixoto Apolnia","Portugal","Table Tennis","Table Tennis Men's Team"
2012,"Lusapho Lesly April","South Africa","Athletics","Athletics Men's Marathon"
2012,"Javier Ignacio Aquino Carmona","Mexico","Football","Football Men's Football"
2012,"Erika Araki","Japan","Volleyball","Volleyball Women's Volleyball"
2012,"Nada Mohammed Wafa S Arakji","Qatar","Swimming","Swimming Women's 50 metres Freestyle"
2012,"Juan Jos Aramburu Amorena","Spain","Shooting","Shooting Men's Skeet"
2012,"Juan Esteban Arango Carvajal","Colombia","Cycling","Cycling Men's Team Pursuit, 4,000 metres"
2012,"Juan Esteban Arango Carvajal","Colombia","Cycling","Cycling Men's Omnium"
2012,"Krystian Aranowski","Poland","Rowing","Rowing Men's Coxed Eights"
2012,"Jacob Araptany","Uganda","Athletics","Athletics Men's 3,000 metres Steeplechase"
2012,"Yukiya Arashiro","Japan","Cycling","Cycling Men's Road Race, Individual"
2012,"Adriana dos Santos Arajo","Brazil","Boxing","Boxing Women's Lightweight"
2012,"Luiz Alberto Cardoso de Arajo","Brazil","Athletics","Athletics Men's Decathlon"
2012,"Edward Ignacio Araya Corts","Chile","Athletics","Athletics Men's 50 kilometres Walk"
2012,"Yerko Ignacio Araya Corts","Chile","Athletics","Athletics Men's 20 kilometres Walk"
2012,"Geisa Rafaela Arcanjo","Brazil","Athletics","Athletics Women's Shot Put"
2012,"Shane William Archbold","New Zealand","Cycling","Cycling Men's Omnium"
2012,"Robert Michael Archibald, Jr.","Great Britain","Basketball","Basketball Men's Basketball"
2012,"Ryan Archibald","New Zealand","Hockey","Hockey Men's Hockey"
2012,"Aniekan Okon ""Koko"" Archibong","Nigeria","Basketball","Basketball Men's Basketball"
2012,"Sailom Ard","Thailand","Boxing","Boxing Men's Lightweight"
2012,"Abeba Aregawi Gebretsadik","Ethiopia","Athletics","Athletics Women's 1,500 metres"
2012,"Sandra Lorena Arenas Campuzano","Colombia","Athletics","Athletics Women's 20 kilometres Walk"
2012,"Humberto Daniel Arencibia Martnez","Cuba","Wrestling","Wrestling Men's Light-Heavyweight, Freestyle"
2012,"Mareks rents","Latvia","Athletics","Athletics Men's Pole Vault"
2012,"Egidio Ral Arvalo Ros","Uruguay","Football","Football Men's Football"
2012,"ider Orlando Arvalo Truque","Colombia","Athletics","Athletics Men's 20 kilometres Walk"
2012,"Samantha Michelle Arvalo Salinas","Ecuador","Swimming","Swimming Women's 800 metres Freestyle"
2012,"Cndida Estefany Arias Prez","Dominican Republic","Volleyball","Volleyball Women's Volleyball"
2012,"Katherine Nataly Arias Pea","Colombia","Football","Football Women's Football"
2012,"Ramn Gines Arias Quinteros","Uruguay","Football","Football Men's Football"
2012,"Wellington Arias Romero","Dominican Republic","Boxing","Boxing Men's Lightweight"
2012,"Polat Kemboi Arkan","Turkey","Athletics","Athletics Men's 5,000 metres"
2012,"Polat Kemboi Arkan","Turkey","Athletics","Athletics Men's 10,000 metres"
2012,"Natalia Ariza Daz","Colombia","Football","Football Women's Football"
2012,"Tatiana Ariza Daz","Colombia","Football","Football Women's Football"
2012,"Wilma Yanet Arizapana Yucra","Peru","Athletics","Athletics Women's Marathon"
2012,"Mohamed Al-Arjaoui","Morocco","Boxing","Boxing Men's Super-Heavyweight"
2012,"Anna Arkhipenko","Belarus","Modern Pentathlon","Modern Pentathlon Women's Individual"
2012,"Yuliya Vladimirovna Arkhipova-Andreyeva","Kyrgyzstan","Athletics","Athletics Women's Marathon"
2012,"Elizabeth Mary ""Lizzie"" Armitstead (-Deignan)","Great Britain","Cycling","Cycling Women's Road Race, Individual"
2012,"Elizabeth Mary ""Lizzie"" Armitstead (-Deignan)","Great Britain","Cycling","Cycling Women's Individual Time Trial"
2012,"Michael Arms","New Zealand","Rowing","Rowing Men's Quadruple Sculls"
2012,"Elizabeth ""Betsey"" Armstrong","United States","Water Polo","Water Polo Women's Water Polo"
2012,"Dylan Armstrong","Canada","Athletics","Athletics Men's Shot Put"
2012,"Kristin Ann Armstrong (-Savola)","United States","Cycling","Cycling Women's Road Race, Individual"
2012,"Kristin Ann Armstrong (-Savola)","United States","Cycling","Cycling Women's Individual Time Trial"
2012,"Daniel Arnamnart","Australia","Swimming","Swimming Men's 100 metres Backstroke"
2012,"rni Mr rnason","Iceland","Swimming","Swimming Men's 50 metres Freestyle"
2012,"Judith Arndt","Germany","Cycling","Cycling Women's Road Race, Individual"
2012,"Judith Arndt","Germany","Cycling","Cycling Women's Individual Time Trial"
2012,"Judith Arndt","Germany","Cycling","Cycling Women's Team Pursuit"
2012,"Felix Aronovich","Israel","Gymnastics","Gymnastics Men's Individual All-Around"
2012,"Felix Aronovich","Israel","Gymnastics","Gymnastics Men's Floor Exercise"
2012,"Felix Aronovich","Israel","Gymnastics","Gymnastics Men's Parallel Bars"
2012,"Felix Aronovich","Israel","Gymnastics","Gymnastics Men's Horizontal Bar"
2012,"Felix Aronovich","Israel","Gymnastics","Gymnastics Men's Rings"
2012,"Felix Aronovich","Israel","Gymnastics","Gymnastics Men's Pommelled Horse"
2012,"Valentina Arrighetti","Italy","Volleyball","Volleyball Women's Volleyball"
2012,"Gabriel Adrin Arroyo","Argentina","Volleyball","Volleyball Men's Volleyball"
2012,"Jorge David Arroyo Valdez","Ecuador","Weightlifting","Weightlifting Men's Heavyweight"
2012,"Heather Ann Arseth","Mauritius","Swimming","Swimming Women's 200 metres Freestyle"
2012,"Artiom ""Tommy"" Arshansky","Israel","Judo","Judo Men's Extra-Lightweight"
2012,"Andrea Arsovi","Serbia","Shooting","Shooting Women's Air Rifle, 10 metres"
2012,"Andrea Arsovi","Serbia","Shooting","Shooting Women's Small-Bore Rifle, Three Positions, 50 metres"
2012,"Yevgeniya Viktorovna Artamonova-Estes","Russia","Volleyball","Volleyball Women's Volleyball"
2012,"Mauricio Jos Arteaga Snchez","Ecuador","Athletics","Athletics Men's 20 kilometres Walk"
2012,"Olga Dmitriyevna Arteshina","Russia","Basketball","Basketball Women's Basketball"
